1 , 2185 , 10003 , 14083 , -6 , -0.60
2 , 2185 , 9999 , 24082 , -41 , -3.50
3 , 2185 , 10001 , 34083 , -88 , -4.70
4 , 2185 , 10000 , 44083 , -124 , -3.60
5 , 2185 , 9999 , 54082 , -156 , -3.20
6 , 2185 , 10000 , 64082 , -181 , -2.50
7 , 2185 , 10001 , 74083 , -203 , -2.20
8 , 2185 , 10000 , 84083 , -218 , -1.50
9 , 2185 , 10000 , 94083 , -235 , -1.70
10 , 2185 , 10000 , 104083 , -249 , -1.40
11 , 2185 , 10000 , 114083 , -262 , -1.30
12 , 2185 , 9999 , 124082 , -272 , -1.00
13 , 2185 , 10000 , 134082 , -283 , -1.10
14 , 2185 , 10001 , 144083 , -291 , -0.80
15 , 2185 , 9999 , 154082 , -300 , -0.90
16 , 2185 , 10000 , 164082 , -309 , -0.90
17 , 2185 , 10000 , 174082 , -316 , -0.70
18 , 2185 , 10001 , 184083 , -325 , -0.90
19 , 2185 , 9999 , 194082 , -333 , -0.80
20 , 2195 , 10000 , 204082 , -339 , -0.60
21 , 2195 , 10000 , 214082 , -349 , -1.00
22 , 2195 , 10000 , 224082 , -364 , -1.50
23 , 2195 , 10000 , 234082 , -382 , -1.80
24 , 2195 , 10000 , 244082 , -402 , -2.00
25 , 2195 , 10001 , 254083 , -423 , -2.10
26 , 2195 , 10000 , 264083 , -446 , -2.30
27 , 2195 , 10000 , 274083 , -474 , -2.80
28 , 2195 , 9999 , 284082 , -504 , -3.00
29 , 2195 , 10001 , 294083 , -540 , -3.60
30 , 2195 , 10000 , 304083 , -583 , -4.30
31 , 2195 , 9999 , 314082 , -632 , -4.90
32 , 2195 , 10000 , 324082 , -686 , -5.40
33 , 2195 , 10001 , 334083 , -744 , -5.80
34 , 2195 , 10000 , 344083 , -801 , -5.70
35 , 2195 , 9999 , 354082 , -864 , -6.30
36 , 2195 , 10000 , 364082 , -932 , -6.80
37 , 2195 , 10000 , 374082 , -1003 , -7.10
38 , 2195 , 10003 , 384085 , -1075 , -7.20
39 , 2195 , 9997 , 394082 , -1149 , -7.40
40 , 2195 , 10000 , 404082 , -1224 , -7.50
41 , 2195 , 10001 , 414083 , -1292 , -6.80
4
